Región,Comuna,País o continente de nacimiento,Inmigrantes internacionales
Ñuble,Chillán,Otros países de América Central y El Caribe,276.0
Ñuble,Chillán,América del Norte,61.0
Ñuble,Chillán,Europa,183.0
Ñuble,Chillán,Asia,69.0
Ñuble,Chillán,África,15.0
Ñuble,Chillán,Oceanía,9.0
Ñuble,Chillán,País de nacimiento no declarado,17.0
Ñuble,Bulnes,Total nacidos fuera del país,257.0
Ñuble,Bulnes,Argentina,21.0
Ñuble,Bulnes,Bolivia (Estado Plurinacional de),14.0
Ñuble,Bulnes,Colombia,30.0
Ñuble,Bulnes,Haití,32.0
Ñuble,Bulnes,Perú,14.0
Ñuble,Bulnes,Venezuela (República Bolivariana de),84.0
Ñuble,Bulnes,Otros países de América del Sur,16.0
Ñuble,Bulnes,Otros países de América Central y El Caribe,10.0
Ñuble,Bulnes,América del Norte,7.0
Ñuble,Bulnes,Europa,18.0
Ñuble,Bulnes,Asia,8.0
Ñuble,Bulnes,África,0.0
Ñuble,Bulnes,Oceanía,3.0
Ñuble,Bulnes,País de nacimiento no declarado,0.0
Ñuble,Chillán Viejo,Total nacidos fuera del país,792.0
Ñuble,Chillán Viejo,Argentina,64.0
Ñuble,Chillán Viejo,Bolivia (Estado Plurinacional de),16.0
Ñuble,Chillán Viejo,Colombia,67.0
Ñuble,Chillán Viejo,Haití,26.0
Ñuble,Chillán Viejo,Perú,37.0
Ñuble,Chillán Viejo,Venezuela (República Bolivariana de),500.0
Ñuble,Chillán Viejo,Otros países de América del Sur,32.0
Ñuble,Chillán Viejo,Otros países de América Central y El Caribe,23.0
Ñuble,Chillán Viejo,América del Norte,8.0
Ñuble,Chillán Viejo,Europa,15.0
Ñuble,Chillán Viejo,Asia,2.0
Ñuble,Chillán Viejo,África,0.0
Ñuble,Chillán Viejo,Oceanía,1.0
Ñuble,Chillán Viejo,País de nacimiento no declarado,1.0
Ñuble,El Carmen,Total nacidos fuera del país,103.0
Ñuble,El Carmen,Argentina,7.0
Ñuble,El Carmen,Bolivia (Estado Plurinacional de),13.0
Ñuble,El Carmen,Colombia,10.0
Ñuble,El Carmen,Haití,0.0
Ñuble,El Carmen,Perú,6.0
Ñuble,El Carmen,Venezuela (República Bolivariana de),48.0
Ñuble,El Carmen,Otros países de América del Sur,16.0
Ñuble,El Carmen,Otros países de América Central y El Caribe,0.0
Ñuble,El Carmen,América del Norte,2.0
Ñuble,El Carmen,Europa,1.0
Ñuble,El Carmen,Asia,0.0
Ñuble,El Carmen,África,0.0
Ñuble,El Carmen,Oceanía,0.0
Ñuble,El Carmen,País de nacimiento no declarado,0.0
Ñuble,Pemuco,Total nacidos fuera del país,39.0
Ñuble,Pemuco,Argentina,4.0
Ñuble,Pemuco,Bolivia (Estado Plurinacional de),0.0
Ñuble,Pemuco,Colombia,8.0
Ñuble,Pemuco,Haití,1.0
Ñuble,Pemuco,Perú,1.0
Ñuble,Pemuco,Venezuela (República Bolivariana de),16.0
Ñuble,Pemuco,Otros países de América del Sur,4.0
Ñuble,Pemuco,Otros países de América Central y El Caribe,2.0
Ñuble,Pemuco,América del Norte,0.0
Ñuble,Pemuco,Europa,2.0
Ñuble,Pemuco,Asia,1.0
Ñuble,Pemuco,África,0.0
Ñuble,Pemuco,Oceanía,0.0
Ñuble,Pemuco,País de nacimiento no declarado,0.0
Ñuble,Pinto,Total nacidos fuera del país,212.0
Ñuble,Pinto,Argentina,27.0
Ñuble,Pinto,Bolivia (Estado Plurinacional de),33.0
Ñuble,Pinto,Colombia,25.0
Ñuble,Pinto,Haití,18.0
Ñuble,Pinto,Perú,11.0
Ñuble,Pinto,Venezuela (República Bolivariana de),39.0
Ñuble,Pinto,Otros países de América del Sur,6.0
Ñuble,Pinto,Otros países de América Central y El Caribe,5.0
Ñuble,Pinto,América del Norte,5.0
Ñuble,Pinto,Europa,35.0
Ñuble,Pinto,Asia,5.0
Ñuble,Pinto,África,0.0
Ñuble,Pinto,Oceanía,2.0
Ñuble,Pinto,País de nacimiento no declarado,1.0
Ñuble,Quillón,Total nacidos fuera del país,424.0
Ñuble,Quillón,Argentina,18.0
Ñuble,Quillón,Bolivia (Estado Plurinacional de),5.0
Ñuble,Quillón,Colombia,46.0
Ñuble,Quillón,Haití,26.0
Ñuble,Quillón,Perú,25.0
Ñuble,Quillón,Venezuela (República Bolivariana de),244.0
Ñuble,Quillón,Otros países de América del Sur,22.0
Ñuble,Quillón,Otros países de América Central y El Caribe,8.0
Ñuble,Quillón,América del Norte,3.0
Ñuble,Quillón,Europa,18.0
Ñuble,Quillón,Asia,6.0
Ñuble,Quillón,África,0.0
Ñuble,Quillón,Oceanía,1.0
Ñuble,Quillón,País de nacimiento no declarado,2.0
Ñuble,San Ignacio,Total nacidos fuera del país,114.0
Ñuble,San Ignacio,Argentina,13.0
Ñuble,San Ignacio,Bolivia (Estado Plurinacional de),27.0
Ñuble,San Ignacio,Colombia,23.0
Ñuble,San Ignacio,Haití,7.0
Ñuble,San Ignacio,Perú,3.0
Ñuble,San Ignacio,Venezuela (República Bolivariana de),19.0
Ñuble,San Ignacio,Otros países de América del Sur,8.0
Ñuble,San Ignacio,Otros países de América Central y El Caribe,2.0
Ñuble,San Ignacio,América del Norte,2.0
Ñuble,San Ignacio,Europa,6.0
Ñuble,San Ignacio,Asia,0.0
Ñuble,San Ignacio,África,0.0
Ñuble,San Ignacio,Oceanía,0.0
Ñuble,San Ignacio,País de nacimiento no declarado,4.0
Ñuble,Yungay,Total nacidos fuera del país,171.0
Ñuble,Yungay,Argentina,20.0
Ñuble,Yungay,Bolivia (Estado Plurinacional de),13.0
Ñuble,Yungay,Colombia,34.0
Ñuble,Yungay,Haití,4.0
Ñuble,Yungay,Perú,13.0
Ñuble,Yungay,Venezuela (República Bolivariana de),64.0
Ñuble,Yungay,Otros países de América del Sur,10.0
Ñuble,Yungay,Otros países de América Central y El Caribe,4.0
Ñuble,Yungay,América del Norte,1.0
Ñuble,Yungay,Europa,4.0
Ñuble,Yungay,Asia,2.0
Ñuble,Yungay,África,0.0
Ñuble,Yungay,Oceanía,2.0
Ñuble,Yungay,País de nacimiento no declarado,0.0
Ñuble,Quirihue,Total nacidos fuera del país,72.0
Ñuble,Quirihue,Argentina,5.0
Ñuble,Quirihue,Bolivia (Estado Plurinacional de),11.0
Ñuble,Quirihue,Colombia,7.0
Ñuble,Quirihue,Haití,4.0
Ñuble,Quirihue,Perú,1.0
Ñuble,Quirihue,Venezuela (República Bolivariana de),26.0
Ñuble,Quirihue,Otros países de América del Sur,2.0
Ñuble,Quirihue,Otros países de América Central y El Caribe,1.0
Ñuble,Quirihue,América del Norte,0.0
Ñuble,Quirihue,Europa,11.0
Ñuble,Quirihue,Asia,4.0
Ñuble,Quirihue,África,0.0
Ñuble,Quirihue,Oceanía,0.0
Ñuble,Quirihue,País de nacimiento no declarado,0.0
Ñuble,Cobquecura,Total nacidos fuera del país,73.0
Ñuble,Cobquecura,Argentina,7.0
Ñuble,Cobquecura,Bolivia (Estado Plurinacional de),2.0
Ñuble,Cobquecura,Colombia,5.0
Ñuble,Cobquecura,Haití,2.0
Ñuble,Cobquecura,Perú,6.0
Ñuble,Cobquecura,Venezuela (República Bolivariana de),16.0
Ñuble,Cobquecura,Otros países de América del Sur,4.0
Ñuble,Cobquecura,Otros países de América Central y El Caribe,3.0
Ñuble,Cobquecura,América del Norte,14.0
Ñuble,Cobquecura,Europa,9.0
Ñuble,Cobquecura,Asia,2.0
Ñuble,Cobquecura,África,0.0
Ñuble,Cobquecura,Oceanía,3.0
Ñuble,Cobquecura,País de nacimiento no declarado,0.0
Ñuble,Coelemu,Total nacidos fuera del país,154.0
Ñuble,Coelemu,Argentina,11.0
Ñuble,Coelemu,Bolivia (Estado Plurinacional de),1.0
Ñuble,Coelemu,Colombia,17.0
Ñuble,Coelemu,Haití,3.0
Ñuble,Coelemu,Perú,3.0
Ñuble,Coelemu,Venezuela (República Bolivariana de),99.0
Ñuble,Coelemu,Otros países de América del Sur,9.0
Ñuble,Coelemu,Otros países de América Central y El Caribe,1.0
Ñuble,Coelemu,América del Norte,2.0
Ñuble,Coelemu,Europa,4.0
Ñuble,Coelemu,Asia,3.0
Ñuble,Coelemu,África,1.0
Ñuble,Coelemu,Oceanía,0.0
Ñuble,Coelemu,País de nacimiento no declarado,0.0
Ñuble,Ninhue,Total nacidos fuera del país,29.0
Ñuble,Ninhue,Argentina,4.0
Ñuble,Ninhue,Bolivia (Estado Plurinacional de),2.0
Ñuble,Ninhue,Colombia,1.0
Ñuble,Ninhue,Haití,3.0
Ñuble,Ninhue,Perú,9.0
Ñuble,Ninhue,Venezuela (República Bolivariana de),7.0
Ñuble,Ninhue,Otros países de América del Sur,2.0
Ñuble,Ninhue,Otros países de América Central y El Caribe,0.0
Ñuble,Ninhue,América del Norte,0.0
Ñuble,Ninhue,Europa,1.0
Ñuble,Ninhue,Asia,0.0
Ñuble,Ninhue,África,0.0
Ñuble,Ninhue,Oceanía,0.0
Ñuble,Ninhue,País de nacimiento no declarado,0.0
Ñuble,Portezuelo,Total nacidos fuera del país,24.0
Ñuble,Portezuelo,Argentina,0.0
Ñuble,Portezuelo,Bolivia (Estado Plurinacional de),3.0
Ñuble,Portezuelo,Colombia,3.0
Ñuble,Portezuelo,Haití,0.0
Ñuble,Portezuelo,Perú,4.0
Ñuble,Portezuelo,Venezuela (República Bolivariana de),7.0
Ñuble,Portezuelo,Otros países de América del Sur,2.0
Ñuble,Portezuelo,Otros países de América Central y El Caribe,0.0
Ñuble,Portezuelo,América del Norte,0.0
Ñuble,Portezuelo,Europa,5.0
Ñuble,Portezuelo,Asia,0.0
Ñuble,Portezuelo,África,0.0
Ñuble,Portezuelo,Oceanía,0.0
Ñuble,Portezuelo,País de nacimiento no declarado,0.0
Ñuble,Ránquil,Total nacidos fuera del país,41.0
Ñuble,Ránquil,Argentina,3.0
Ñuble,Ránquil,Bolivia (Estado Plurinacional de),4.0
Ñuble,Ránquil,Colombia,7.0
Ñuble,Ránquil,Haití,0.0
Ñuble,Ránquil,Perú,1.0
Ñuble,Ránquil,Venezuela (República Bolivariana de),15.0
Ñuble,Ránquil,Otros países de América del Sur,4.0
Ñuble,Ránquil,Otros países de América Central y El Caribe,0.0
Ñuble,Ránquil,América del Norte,0.0
Ñuble,Ránquil,Europa,5.0
Ñuble,Ránquil,Asia,2.0
Ñuble,Ránquil,África,0.0
Ñuble,Ránquil,Oceanía,0.0
Ñuble,Ránquil,País de nacimiento no declarado,0.0
Ñuble,Trehuaco,Total nacidos fuera del país,31.0
Ñuble,Trehuaco,Argentina,1.0
Ñuble,Trehuaco,Bolivia (Estado Plurinacional de),1.0
Ñuble,Trehuaco,Colombia,4.0
Ñuble,Trehuaco,Haití,0.0
Ñuble,Trehuaco,Perú,4.0
Ñuble,Trehuaco,Venezuela (República Bolivariana de),14.0
Ñuble,Trehuaco,Otros países de América del Sur,5.0
Ñuble,Trehuaco,Otros países de América Central y El Caribe,1.0
Ñuble,Trehuaco,América del Norte,0.0
Ñuble,Trehuaco,Europa,1.0
Ñuble,Trehuaco,Asia,0.0
Ñuble,Trehuaco,África,0.0
Ñuble,Trehuaco,Oceanía,0.0
Ñuble,Trehuaco,País de nacimiento no declarado,0.0
Ñuble,San Carlos,Total nacidos fuera del país,814.0
Ñuble,San Carlos,Argentina,61.0
Ñuble,San Carlos,Bolivia (Estado Plurinacional de),46.0
Ñuble,San Carlos,Colombia,97.0
Ñuble,San Carlos,Haití,55.0
Ñuble,San Carlos,Perú,40.0
Ñuble,San Carlos,Venezuela (República Bolivariana de),377.0
Ñuble,San Carlos,Otros países de América del Sur,58.0
Ñuble,San Carlos,Otros países de América Central y El Caribe,28.0
Ñuble,San Carlos,América del Norte,5.0
Ñuble,San Carlos,Europa,22.0
Ñuble,San Carlos,Asia,22.0
Ñuble,San Carlos,África,0.0
Ñuble,San Carlos,Oceanía,3.0
Ñuble,San Carlos,País de nacimiento no declarado,0.0
Ñuble,Coihueco,Total nacidos fuera del país,314.0
Ñuble,Coihueco,Argentina,22.0
Ñuble,Coihueco,Bolivia (Estado Plurinacional de),66.0
Ñuble,Coihueco,Colombia,18.0
Ñuble,Coihueco,Haití,19.0
Ñuble,Coihueco,Perú,19.0
Ñuble,Coihueco,Venezuela (República Bolivariana de),107.0
Ñuble,Coihueco,Otros países de América del Sur,20.0
Ñuble,Coihueco,Otros países de América Central y El Caribe,12.0
Ñuble,Coihueco,América del Norte,2.0
Ñuble,Coihueco,Europa,22.0
Ñuble,Coihueco,Asia,5.0
Ñuble,Coihueco,África,0.0
Ñuble,Coihueco,Oceanía,2.0
Ñuble,Coihueco,País de nacimiento no declarado,0.0
Ñuble,Ñiquén,Total nacidos fuera del país,70.0
Ñuble,Ñiquén,Argentina,12.0
Ñuble,Ñiquén,Bolivia (Estado Plurinacional de),0.0
Ñuble,Ñiquén,Colombia,6.0
Ñuble,Ñiquén,Haití,14.0
Ñuble,Ñiquén,Perú,5.0
Ñuble,Ñiquén,Venezuela (República Bolivariana de),23.0
Ñuble,Ñiquén,Otros países de América del Sur,3.0
Ñuble,Ñiquén,Otros países de América Central y El Caribe,3.0
Ñuble,Ñiquén,América del Norte,1.0
Ñuble,Ñiquén,Europa,3.0
Ñuble,Ñiquén,Asia,0.0
Ñuble,Ñiquén,África,0.0
Ñuble,Ñiquén,Oceanía,0.0
Ñuble,Ñiquén,País de nacimiento no declarado,0.0
Ñuble,San Fabián,Total nacidos fuera del país,87.0
Ñuble,San Fabián,Argentina,16.0
Ñuble,San Fabián,Bolivia (Estado Plurinacional de),1.0
Ñuble,San Fabián,Colombia,4.0
Ñuble,San Fabián,Haití,0.0
Ñuble,San Fabián,Perú,5.0
Ñuble,San Fabián,Venezuela (República Bolivariana de),34.0
Ñuble,San Fabián,Otros países de América del Sur,8.0
Ñuble,San Fabián,Otros países de América Central y El Caribe,3.0
Ñuble,San Fabián,América del Norte,3.0
Ñuble,San Fabián,Europa,12.0
Ñuble,San Fabián,Asia,1.0
Ñuble,San Fabián,África,0.0
Ñuble,San Fabián,Oceanía,0.0
Ñuble,San Fabián,País de nacimiento no declarado,0.0
Ñuble,San Nicolás,Total nacidos fuera del país,185.0
Ñuble,San Nicolás,Argentina,19.0
Ñuble,San Nicolás,Bolivia (Estado Plurinacional de),15.0
Ñuble,San Nicolás,Colombia,19.0
Ñuble,San Nicolás,Haití,38.0
Ñuble,San Nicolás,Perú,7.0
Ñuble,San Nicolás,Venezuela (República Bolivariana de),52.0
Ñuble,San Nicolás,Otros países de América del Sur,13.0
Ñuble,San Nicolás,Otros países de América Central y El Caribe,14.0
Ñuble,San Nicolás,América del Norte,0.0
Ñuble,San Nicolás,Europa,6.0
Ñuble,San Nicolás,Asia,1.0
Ñuble,San Nicolás,África,1.0
Ñuble,San Nicolás,Oceanía,0.0
Ñuble,San Nicolás,País de nacimiento no declarado,0.0
Biobío,Concepción,Total nacidos fuera del país,15088.0
Biobío,Concepción,Argentina,503.0
Biobío,Concepción,Bolivia (Estado Plurinacional de),113.0
Biobío,Concepción,Colombia,1377.0
Biobío,Concepción,Haití,182.0
Biobío,Concepción,Perú,659.0
Biobío,Concepción,Venezuela (República Bolivariana de),10258.0
Biobío,Concepción,Otros países de América del Sur,618.0
Biobío,Concepción,Otros países de América Central y El Caribe,445.0
Biobío,Concepción,América del Norte,143.0
Biobío,Concepción,Europa,512.0
Biobío,Concepción,Asia,223.0
Biobío,Concepción,África,24.0
Biobío,Concepción,Oceanía,25.0
Biobío,Concepción,País de nacimiento no declarado,6.0
Biobío,Coronel,Total nacidos fuera del país,2704.0
Biobío,Coronel,Argentina,251.0
Biobío,Coronel,Bolivia (Estado Plurinacional de),51.0
Biobío,Coronel,Colombia,222.0
Biobío,Coronel,Haití,157.0
Biobío,Coronel,Perú,111.0
Biobío,Coronel,Venezuela (República Bolivariana de),1657.0
Biobío,Coronel,Otros países de América del Sur,117.0
Biobío,Coronel,Otros países de América Central y El Caribe,76.0
Biobío,Coronel,América del Norte,13.0
Biobío,Coronel,Europa,35.0
Biobío,Coronel,Asia,6.0
Biobío,Coronel,África,4.0
Biobío,Coronel,Oceanía,1.0
Biobío,Coronel,País de nacimiento no declarado,3.0
Biobío,Chiguayante,Total nacidos fuera del país,2155.0
Biobío,Chiguayante,Argentina,171.0
Biobío,Chiguayante,Bolivia (Estado Plurinacional de),36.0
Biobío,Chiguayante,Colombia,174.0
Biobío,Chiguayante,Haití,32.0
Biobío,Chiguayante,Perú,93.0
Biobío,Chiguayante,Venezuela (República Bolivariana de),1289.0
Biobío,Chiguayante,Otros países de América del Sur,117.0
Biobío,Chiguayante,Otros países de América Central y El Caribe,66.0
Biobío,Chiguayante,América del Norte,48.0
Biobío,Chiguayante,Europa,109.0
Biobío,Chiguayante,Asia,17.0
Biobío,Chiguayante,África,2.0
Biobío,Chiguayante,Oceanía,1.0
Biobío,Chiguayante,País de nacimiento no declarado,0.0
Biobío,Florida,Total nacidos fuera del país,190.0
Biobío,Florida,Argentina,6.0
Biobío,Florida,Bolivia (Estado Plurinacional de),10.0
Biobío,Florida,Colombia,37.0
Biobío,Florida,Haití,4.0
Biobío,Florida,Perú,13.0
Biobío,Florida,Venezuela (República Bolivariana de),80.0
Biobío,Florida,Otros países de América del Sur,16.0
Biobío,Florida,Otros países de América Central y El Caribe,2.0
Biobío,Florida,América del Norte,2.0
Biobío,Florida,Europa,12.0
Biobío,Florida,Asia,7.0
Biobío,Florida,África,0.0
Biobío,Florida,Oceanía,0.0
Biobío,Florida,País de nacimiento no declarado,1.0
Biobío,Hualqui,Total nacidos fuera del país,264.0
Biobío,Hualqui,Argentina,38.0
Biobío,Hualqui,Bolivia (Estado Plurinacional de),12.0
Biobío,Hualqui,Colombia,24.0
Biobío,Hualqui,Haití,38.0
Biobío,Hualqui,Perú,3.0
Biobío,Hualqui,Venezuela (República Bolivariana de),100.0
Biobío,Hualqui,Otros países de América del Sur,21.0
Biobío,Hualqui,Otros países de América Central y El Caribe,10.0
Biobío,Hualqui,América del Norte,5.0
Biobío,Hualqui,Europa,5.0
Biobío,Hualqui,Asia,7.0
Biobío,Hualqui,África,1.0
Biobío,Hualqui,Oceanía,0.0
Biobío,Hualqui,País de nacimiento no declarado,0.0
Biobío,Lota,Total nacidos fuera del país,496.0
Biobío,Lota,Argentina,76.0
Biobío,Lota,Bolivia (Estado Plurinacional de),5.0
Biobío,Lota,Colombia,71.0
Biobío,Lota,Haití,3.0
Biobío,Lota,Perú,36.0
Biobío,Lota,Venezuela (República Bolivariana de),207.0
Biobío,Lota,Otros países de América del Sur,59.0
Biobío,Lota,Otros países de América Central y El Caribe,13.0
Biobío,Lota,América del Norte,4.0
Biobío,Lota,Europa,11.0
Biobío,Lota,Asia,7.0
Biobío,Lota,África,4.0
Biobío,Lota,Oceanía,0.0
Biobío,Lota,País de nacimiento no declarado,0.0
Biobío,Penco,Total nacidos fuera del país,1039.0
Biobío,Penco,Argentina,88.0
Biobío,Penco,Bolivia (Estado Plurinacional de),8.0
Biobío,Penco,Colombia,76.0
Biobío,Penco,Haití,30.0
Biobío,Penco,Perú,6.0
Biobío,Penco,Venezuela (República Bolivariana de),721.0
Biobío,Penco,Otros países de América del Sur,50.0
Biobío,Penco,Otros países de América Central y El Caribe,18.0
Biobío,Penco,América del Norte,10.0
Biobío,Penco,Europa,19.0
Biobío,Penco,Asia,11.0
Biobío,Penco,África,2.0
Biobío,Penco,Oceanía,0.0
Biobío,Penco,País de nacimiento no declarado,0.0
Biobío,San Pedro de La paz,Total nacidos fuera del país,6771.0
Biobío,San Pedro de La paz,Argentina,432.0
Biobío,San Pedro de La paz,Bolivia (Estado Plurinacional de),73.0
Biobío,San Pedro de La paz,Colombia,603.0
Biobío,San Pedro de La paz,Haití,72.0
Biobío,San Pedro de La paz,Perú,296.0
Biobío,San Pedro de La paz,Venezuela (República Bolivariana de),4435.0
Biobío,San Pedro de La paz,Otros países de América del Sur,307.0
Biobío,San Pedro de La paz,Otros países de América Central y El Caribe,146.0
Biobío,San Pedro de La paz,América del Norte,79.0
Biobío,San Pedro de La paz,Europa,254.0
Biobío,San Pedro de La paz,Asia,56.0
Biobío,San Pedro de La paz,África,4.0
Biobío,San Pedro de La paz,Oceanía,12.0
Biobío,San Pedro de La paz,País de nacimiento no declarado,2.0
Biobío,Santa Juana,Total nacidos fuera del país,182.0
Biobío,Santa Juana,Argentina,18.0
Biobío,Santa Juana,Bolivia (Estado Plurinacional de),13.0
Biobío,Santa Juana,Colombia,23.0
Biobío,Santa Juana,Haití,3.0
